        0:0         TID   1 CPU   4(1) created
        0:0         TID   1 CPU   4(1) created
fiosExecucao =8 Intervalo=99
 tempo -> 58508 usecs
       50:1465571920090 TID   4  from-CPU 2(1) to-cpu 1(1) CPU migration
        9:1465571920049 TID   8 CPU  18(1) restarted on the same CPU
       59:1465571920099 TID   8 sleeping on 'cond var'
       59:1465571920099 TID   8 CPU  18(1) preempted
       59:1465571920099 TID   8 CPU  18(1) restarted on the same CPU
       59:1465571920099 TID   8 sleeping on 'cond var'
       59:1465571920099 TID   8 CPU  18(1) preempted
       69:1465571920109 TID   8 CPU  18(1) restarted on the same CPU
        9:0         TID   6 CPU  19(1) created
        9:1465571920049 TID   6 CPU  19(1) restarted on the same CPU
       59:1465571920099 TID   6 sleeping on 'cond var'
       59:1465571920099 TID   6 CPU  19(1) preempted
       59:1465571920099 TID   6 CPU  19(1) restarted on the same CPU
       59:1465571920099 TID   6 sleeping on 'cond var'
       59:1465571920099 TID   6 CPU  19(1) preempted
       69:1465571920109 TID   6 CPU  19(1) restarted on the same CPU
        0:0         TID   3 CPU  27(2) created
        0:1465571920040 TID   3 sleeping on 'cond var'
        9:0         TID   3 CPU  27(2) created
        9:1465571920049 TID   3 CPU  27(2) restarted on the same CPU
       59:1465571920099 TID   3 sleeping on 'cond var'
       59:1465571920099 TID   3 CPU  27(2) preempted
       59:1465571920099 TID   3 CPU  27(2) restarted on the same CPU
       59:1465571920099 TID   3 sleeping on 'cond var'
       59:1465571920099 TID   3 CPU  27(2) preempted
       69:1465571920109 TID   3 CPU  27(2) restarted on the same CPU

